HochschuleErsteinschreibung;Sortierschlüssel;Name;Gültig ab;Gültig bis;
6343;;Hessische Hochschule für öffentliches Management und Sicherheit Wiesbaden in Gießen (Verw-FH);20221;99999;
6344;;Hessische Hochschule für öffentliches Management und Sicherheit Wiesbaden in Kassel (Verw-FH);20221;99999;
6345;;Hessische Hochschule für öffentliches Management und Sicherheit Wiesbaden in Wiesbaden (Verw-FH);20221;99999;
6360;;H der Deutschen Gesetzl. Unfallversicherung, Bad Hersfeld (Priv. FH);20171;99999;
6370;;Frankfurt School of Finance & Management-HfB (Priv. U);20171;99999;
6380;;Hochschule Meißen (FH) und Fortbildungszentrum (Verw-FH);20172;99999;
6390;;Wilhelm Büchner Hochschule Darmstadt (Priv. Fern-FH);20171;99999;
6401;;DIPLOMA - FH Nordhessen in Bad Sooden-Allendorf (Priv. FH);20171;99999;
6402;;DIPLOMA - FH Nordhessen in Kassel (Priv. FH);20171;99999;
6411;;Europäische FH (EUFH) in Brühl (Priv. FH);20171;99999;
6412;;Europäische FH (EUFH) in Neuss (Priv. FH);20171;99999;
6413;;Europäische FH (EUFH) in Rostock (Priv. FH);20171;99999;
6414;;Europäische FH (EUFH) in Köln (Priv. FH);20182;99999;
6415;;Europäische FH (EUFH) in Rheine (Priv. FH);20182;99999;
6416;;Europäische FH (EUFH) in Berlin (Priv. FH);20221;99999;
6430;;Theologische Hochschule Elstal (Kirchl. FH);20171;99999;
6510;;Technische Hochschule Bingen (FH);20171;99999;
6521;;Hochschule Kaiserslautern in Kaiserslautern (FH);20172;99999;
6522;;Hochschule Kaiserslautern in Pirmasens (FH);20172;99999;
6523;;Hochschule Kaiserslautern in Zweibrücken (FH);20171;99999;
6531;;Hochschule Koblenz (FH) in Koblenz;20171;99999;
6532;;Hochschule Koblenz (FH) in Höhr-Grenzhausen;20171;99999;
6533;;Hochschule Koblenz (FH) in Remagen;20171;99999;
6581;;Hochschule Trier (FH) in Trier;20171;99999;
6582;;Hochschule Trier (FH) in Birkenfeld;20171;99999;
6583;;Hochschule Trier (FH) in Idar-Oberstein;20171;99999;
6600;;Katholische Hochschule Mainz (Kirchl. FH);20171;99999;
6620;;Hochschule der Deutschen Bundesbank Hachenburg (Priv. Verw-FH);20242;99999;
6631;;Hochschule für öffentliche Verwaltung Rheinland-Pfalz (HöV) Mayen, FB Innere Verwaltung in Mayen;20171;99999;
6640;;Hochschule für Finanzen Rheinland-Pfalz (HFin) in Edenkoben (Verw-FH);20172;99999;
6650;;Hochschule für Wirtschaft und Gesellschaft Ludwigshafen (FH);20191;99999;
6660;;Hochschule Worms (FH);20171;99999;
6670;;Hochschule Mainz (FH);20171;99999;
6680;;Hochschule für angewandtes Management, Ismaning (Priv. FH);20172;99999;
6690;;Provadis School of Intern. Management and Technology, Frankfurt a.M. (Priv. FH);20171;99999;
6710;;Hochschule Aalen - Technik und Wirtschaft in Aalen (FH);20171;99999;
6711;;Hochschule Aalen - Technik und Wirtschaft in Schwäbisch Gmünd (FH);20171;99999;
6720;;H Biberach a. d. Riss (FH);20171;99999;
6731;;H Esslingen in Esslingen (FH);20171;99999;
6732;;H Esslingen in Göppingen (FH);20171;99999;
6741;;H Furtwangen in Furtwangen (FH);20171;99999;
6742;;H Furtwangen in Villingen-Schwenningen (FH);20171;99999;
6743;;H Furtwangen in Tuttlingen (FH);20171;99999;
6751;;H Heilbronn in Heilbronn (FH);20171;99999;
6752;;H Heilbronn in Künzelsau (FH);20171;99999;
6753;;H Heilbronn in Schwäbisch Hall (FH);20171;99999;
6760;;H Karlsruhe (FH);20171;99999;
6770;;H Konstanz (FH);20171;99999;
6780;;H Mannheim (FH);20171;99999;
6791;;H Nürtingen in Nürtingen (FH);20171;99999;
6792;;H Nürtingen in Geislingen (FH);20171;99999;
6800;;H Offenburg (FH);20171;99999;
6810;;H Pforzheim (FH);20171;99999;
6820;;H Ravensburg-Weingarten (FH);20171;99999;
6830;;H für Technik und Wirtschaft Reutlingen (FH);20171;99999;
6841;;H Albstadt-Sigmaringen in Albstadt (FH);20171;99999;
6842;;H Albstadt-Sigmaringen in Sigmaringen (FH);20171;99999;
6850;;Hochschule für Technik Stuttgart (FH);20171;99999;
6860;;FH Stuttgart, H der Medien;20171;99999;
6870;;Technische Hochschule Ulm (FH);20191;99999;
6890;;Naturwissenschaftlich - Technische Akademie Isny (Priv. FH);20171;99999;
6900;;Evang. Hochschule Freiburg (Kirchl. FH);20171;99999;
6910;;Kath. Hochschule Freiburg i.Br., Campus Freiburg (Kirchl. FH);20171;99999;
6911;;Kath. Hochschule Freiburg i.Br., Campus Stuttgart (Kirchl. FH);20171;99999;
6970;;Merz Akademie Hochschule für Gestaltung, Kunst und Medien, Stuttgart (Priv. FH);20171;99999;
7020;;AKAD Hochschule Stuttgart (Priv. Fern-FH);20171;99999;
7050;;H für Gestaltung Schwäbisch Gmünd (FH);20171;99999;
7060;;FH für öffentliche Verwaltung Kehl (Verw-FH);20171;99999;
7070;;Hochschule Ludwigsburg für öffentliche Verwaltung und Finanzen (Verw-FH)  ;20212;99999;
7090;;SRH University of Applied Sciences Heidelberg in Heidelberg (Priv. FH);20242;99999;
7091;;SRH University of Applied Sciences Heidelberg in Karlsruhe (Priv. FH);20242;99999;
7092;;SRH University of Applied Sciences Heidelberg in Stuttgart (Priv. FH);20242;99999;
7110;;H für Forstwirtschaft Rottenburg (FH);20171;99999;
7120;;FH für Rechtspflege Schwetzingen (Verw-FH)  ;20171;99999;
7140;;Staatl. H für Polizei Villingen-Schwenningen (Verw-FH)  ;20201;99999;
7180;;SRH Fernhochschule, Riedlingen (Priv. FH);20211;99999;
7190;;Evangelische Hochschule Ludwigsburg in Ludwigsburg (Kirchl. FH);20181;99999;
7192;;Evangelische Hochschule Ludwigsburg in Reutlingen (Kirchl. FH);20181;99999;
7210;;Technische Hochschule Augsburg (FH);20231;99999;
7220;;Hochschule für angewandte Wissenschaften Coburg (FH);20182;99999;
7240;;Hochschule für angewandte Wissenschaften München (FH);20182;99999;
7250;;Technische Hochschule Nürnberg Georg Simon Ohm (FH);20171;99999;
7260;;Ostbayerische Technische Hochschule Regensburg (FH);20171;99999;
7300;;TH Rosenheim in Rosenheim (FH);20182;99999;
7301;;TH Rosenheim in Mühldorf a. Inn (FH);20182;99999;
7303;;TH Rosenheim in Burghausen (FH);20182;99999;
7311;;H für angewandte Wissenschaften Weihenstephan-Triesdorf (FH) in Weihenstephan;20182;99999;
7312;;H für angewandte Wissenschaften Weihenstephan-Triesdorf (FH) in Triesdorf;20182;99999;
7313;;H für angewandte Wissenschaften Weihenstephan-Triesdorf (FH) in Straubing;20182;99999;
7351;;Technische Hochschule Würzburg-Schweinfurt (THWS) in Würzburg (FH);20231;99999;
7352;;Technische Hochschule Würzburg-Schweinfurt (THWS) in Schweinfurt (FH);20231;99999;
7370;;Evang. Hochschule Nürnberg (Kirchl. FH);20171;99999;
7381;;Katholische Stiftungshochschule München in München (Kirchl. FH);20172;99999;
7382;;Katholische Stiftungshochschule München in Benediktbeuern (Kirchl. FH);20172;99999;
7440;;Hochschule für angewandte Wissenschaften Kempten (FH);20182;99999;
7450;;Hochschule für angewandte Wissenschaften Landshut (FH);20182;99999;
7461;;Hochschule für den öffentlichen Dienst in Bayern Standort Fürstenfeldbruck (Polizei) (Verw-FH);20171;99999;
7462;;Hochschule für den öffentlichen Dienst in Bayern Standort Herrsching (Finanzwesen) (Verw-FH);20171;99999;
7463;;Hochschule für den öffentlichen Dienst in Bayern Standort Hof (Allg. Innere Verwaltung) (Verw-FH);20171;99999;
7464;;Hochschule für den öffentlichen Dienst in Bayern Standort München (Archiv- u. Biblioth.) (Verw-FH);20171;99999;
7465;;Hochschule für den öffentlichen Dienst in Bayern Standort Starnberg (Rechtspflege) (Verw-FH);20171;99999;
7466;;Hochschule für den öffentlichen Dienst in Bayern Standort Wasserburg (Sozialverwaltung) (Verw-FH);20171;99999;
7467;;Hochschule für den öffentlichen Dienst in Bayern Standort München (Zentralverwaltung) (Verw-FH);20171;99999;
746A;;Hochschule für den öffentlichen Dienst in Bayern Standort Sulzbach-Rosenberg (Polizei) (Verw-FH);20171;99999;
746B;;Hochschule für den öffentlichen Dienst in Bayern Standort Kaufbeuren (Finanzwesen) (Verw-FH);20171;99999;
746C;;Hochschule für den öffentlichen Dienst in Bayern Standort Dorfen (Sozialverwaltung) (Verw-FH);20212;99999;
7520;;Technische Hochschule Deggendorf (FH);20171;99999;
7521;;Technische Hochschule Deggendorf in Deggendorf (FH);20171;99999;
7522;;Technische Hochschule Deggendorf im Landkreis Rottal-Inn (FH);20171;99999;
7523;;Technische Hochschule Deggendorf in Cham (FH);20212;99999;
7531;;Hochschule für angewandte Wissenschaften Hof in Hof (FH);20182;99999;
7532;;Hochschule für angewandte Wissenschaften Hof in Münchberg (FH);20182;99999;
7540;;Technische Hochschule Ingolstadt in Ingolstadt (FH);20212;99999;
7541;;Technische Hochschule Ingolstadt in Neuburg a. d. Donau (FH) ;20212;99999;
7551;;Ostbayerische Technische Hochschule Amberg-Weiden (FH) in Amberg;20171;99999;
7552;;Ostbayerische Technische Hochschule Amberg-Weiden (FH) in Weiden;20171;99999;
7560;;Hochschule für angewandte Wissenschaften Ansbach in Anbach (FH);20211;99999;
7561;;Hochschule für angewandte Wissenschaften Ansbach in Weißenburg (FH);20211;99999;
7562;;Hochschule für angewandte Wissenschaften Ansbach in Rothenburg (FH);20211;99999;
7563;;Hochschule für angewandte Wissenschaften Ansbach in Feuchtwangen (FH);20232;99999;
7570;;Hochschule für angewandte Wissenschaften Neu-Ulm (FH);20182;99999;
7580;;Munich Business School München (Priv. FH);20171;99999;
7590;;TH Aschaffenburg (FH);20191;99999;
7600;;SRH Hochschule für Wirtschaft und Medien Calw (Priv. FH);20171;99999;
7610;;H für Technik und Wirtschaft des Saarlandes Saarbrücken (FH);20171;99999;
7630;;FH für Verwaltung Saarbrücken (Verw-FH);20171;99999;
7670;;accadis Hochschule Bad Homburg (Priv. FH);20171;99999;
7680;;Theologisches Seminar Reutlingen (Kirchl. FH);20171;99999;
7690;;H für Technik und Wirtschaft Berlin (FH);20171;99999;
7700;;Katholische Hochschule für Sozialwesen Berlin (Kirchl. FH);20171;99999;
7710;;Berliner Hochschule für Technik (FH);20212;99999;
7721;;HWR Berlin, Fachbereich Wirtschaft (FH);20171;99999;
7722;;HWR Berlin, Fachbereich  Duales Studium (FH);20171;99999;
7723;;HWR Berlin, Fachbereich Verwaltung, Recht, Polizei (FH);20171;99999;
7730;;Alice Salomon Hochschule Berlin (FH);20212;99999;
7750;;Evangelische Hochschule Berlin (Kirchl. FH);20171;99999;
7780;;Hochschule Neubrandenburg (FH);20171;99999;
7790;;Hochschule Stralsund (FH);20171;99999;
7810;;FH Erfurt;20171;99999;
7820;;Ernst-Abbe-Hochschule Jena (FH);20171;99999;
7830;;Hochschule Schmalkalden (FH);20171;99999;
7840;;Hochschule Wismar (FH);20171;99999;
7850;;FH für Finanzen Brandenburg Königs Wusterhausen (Verw-FH);20171;99999;
7860;;Thüringer FH für öffentliche Verwaltung Gotha (Verw-FH);20171;99999;
7880;;Hochschule Nordhausen (FH);20171;99999;
7890;;Hochschule der Polizei Brandenburg in Oranienburg (Verw-FH);20192;99999;
7900;;FH für öffentliche Verwaltung, Polizei und Rechtspflege in Güstrow (Verw-FH);20171;99999;
7910;;Technische Hochschule Brandenburg (FH);20171;99999;
7920;;Hochschule für nachhaltige Entwicklung Eberswalde (FH);20171;99999;
7940;;Technische Hochschule Wildau (FH);20171;99999;
7950;;FH Potsdam;20171;99999;
7960;;Steinbeis Hochschule in Berlin (Priv. U);20222;99999;
7961;;Steinbeis Hochschule in Magdeburg (Priv. FH);20222;99999;
7971;;SRH University of Applied Sciences Heidelberg in Berlin (Priv. FH);20242;99999;
7972;;SRH University of Applied Sciences Heidelberg in Dresden (Priv. FH);20242;99999;
7973;;SRH University of Applied Sciences Heidelberg in Hamburg (Priv. FH);20242;99999;
7974;;SRH University of Applied Sciences Heidelberg in Heide (Priv. FH);20242;99999;
7975;;SRH University of Applied Sciences Heidelberg in Bremen (Priv. FH);20241;99999;
7990;;Norddeutsche Akademie für Finanzen und Steuerrecht Hamburg (Verw-FH);20171;99999;
8000;;Hochschule Merseburg (FH);20171;99999;
8011;;H Magdeburg-Stendal in Magdeburg (FH);20171;99999;
8012;;H Magdeburg-Stendal in Stendal (FH);20171;99999;
8021;;H Harz in Wernigerode (FH);20171;99999;
8022;;H Harz in Halberstadt (FH);20171;99999;
8031;;H Anhalt in Bernburg (FH) ;20171;99999;
8032;;H Anhalt in Dessau (FH) ;20171;99999;
8033;;H Anhalt in Köthen (FH) ;20171;99999;
8060;;FH Polizei Sachsen-Anhalt, Aschersleben (Verw-FH);20171;99999;
8071;;AMD Akademie Mode und Design Idstein in Hamburg (Priv. FH);20171;99999;
8072;;AMD Akademie Mode und Design Idstein in Berlin (Priv. FH);20171;99999;
8073;;AMD Akademie Mode und Design Idstein in Düsseldorf (Priv. FH);20171;99999;
8074;;AMD Akademie Mode und Design Idstein in München (Priv. FH);20171;99999;
8080;;SRH University of Applied Sciences Heidelberg in Hamm (Priv. FH);20242;99999;
8081;;SRH University of Applied Sciences Heidelberg in Leverkusen (Priv. FH);20242;99999;
8090;;HSBA Hamburg School of Business Admin. (Priv. FH);20171;99999;
8100;;H für Ökonomie und Management Essen (Priv. FH);20171;99999;
8101;;H für Ökonomie und Management Essen in Essen (Priv. FH);20171;99999;
8102;;H für Ökonomie und Management Essen in Duisburg (Priv. FH);20171;99999;
8103;;H für Ökonomie und Management Essen in Neuss (Priv. FH);20171;99999;
8104;;H für Ökonomie und Management Essen in Köln (Priv. FH);20171;99999;
8105;;H für Ökonomie und Management Essen in Gütersloh (Priv. FH);20171;99999;
8106;;H für Ökonomie und Management Essen in Siegen (Priv. FH);20171;99999;
8107;;H für Ökonomie und Management Essen in Marl (Priv. FH);20171;99999;
8108;;H für Ökonomie und Management Essen in Düsseldorf (Priv. FH);20171;99999;
8109;;H für Ökonomie und Management Essen in Dortmund (Priv. FH);20171;99999;
810A;;H für Ökonomie und Management Essen in Bonn (Priv. FH);20171;99999;
810B;;H für Ökonomie und Management Essen in Aachen (Priv. FH);20171;99999;
810C;;H für Ökonomie und Management Essen in Wuppertal (Priv. FH);20171;99999;
810D;;H für Ökonomie und Management Essen in Bochum (Priv. FH);20171;99999;
810E;;H für Ökonomie und Management Essen in Bönen (Priv. FH);20171;99999;
810F;;H für Ökonomie und Management Essen in Hagen (Priv. FH);20171;99999;
810G;;H für Ökonomie und Management Essen in Münster (Priv. FH);20171;99999;
810H;;H für Ökonomie und Management Essen in Wesel (Priv. FH);20171;99999;
810J;;H für Ökonomie und Management Essen in Bremen (Priv. FH);20171;99999;
810K;;H für Ökonomie und Management Essen in Leipzig (Priv. FH);20171;99999;
810L;;H für Ökonomie und Management Essen in Frankfurt (Priv. FH);20171;99999;
810M;;H für Ökonomie und Management Essen in Kassel (Priv. FH);20171;99999;
810N;;H für Ökonomie und Management Essen in Augsburg (Priv. FH);20171;99999;
810P;;H für Ökonomie und Management Essen in München (Priv. FH);20171;99999;
810Q;;H für Ökonomie und Management Essen in Nürnberg (Priv. FH);20171;99999;
810R;;H für Ökonomie und Management Essen in Hannover (Priv. FH);20171;99999;
810S;;H für Ökonomie und Management Essen in Berlin (Priv. FH);20171;99999;
810T;;H für Ökonomie und Management Essen in Mannheim (Priv. FH) ;20171;99999;
810U;;H für Ökonomie und Management Essen in Stuttgart (Priv. FH);20171;99999;
810V;;H für Ökonomie und Management Essen in Hamburg (Priv. FH) ;20171;99999;
810W;;H für Ökonomie und Management Essen in Karlsruhe (Priv. FH)  ;20201;99999;
810X;;H für Ökonomie und Management Essen in Saarbrücken (Priv. FH)  ;20202;99999;
810Y;;H für Ökonomie und Management Essen in Arnsberg (Priv. FH);20212;99999;
8111;;H Bonn-Rhein-Sieg in Sankt Augustin (FH);20202;99999;
8112;;H Bonn-Rhein-Sieg in Rheinbach (FH);20202;99999;
8113;;H Bonn-Rhein-Sieg in Hennef (FH);20202;99999;
8140;;Hochschule21, Buxtehude (Priv. FH);20171;99999;
8150;;Karlshochschule International University, Karlsruhe (Priv. FH);20171;99999;
8171;;Duale Hochschule Baden-Württemberg Mosbach, Campus Bad Mergentheim;20171;99999;
8172;;Duale Hochschule Baden-Württemberg Ravensburg, Campus Friedrichshafen;20171;99999;
8173;;Duale Hochschule Baden-Württemberg Heidenheim;20171;99999;
8174;;Duale Hochschule Baden-Württemberg Stuttgart, Campus Horb;20171;99999;
8175;;Duale Hochschule Baden-Württemberg Karlsruhe;20171;99999;
8176;;Duale Hochschule Baden-Württemberg Lörrach;20171;99999;
8177;;Duale Hochschule Baden-Württemberg Mannheim;20171;99999;
8178;;Duale Hochschule Baden-Württemberg Mosbach;20171;99999;
8179;;Duale Hochschule Baden-Württemberg Ravensburg;20171;99999;
817A;;Duale Hochschule Baden-Württemberg Stuttgart;20171;99999;
817C;;Duale Hochschule Baden-Württemberg Villingen-Schwenningen;20171;99999;
817D;;Duale Hochschule Baden-Württemberg Heilbronn;20171;99999;
817E;;Duale Hochschule Baden-Württemberg Präsidium, Stuttgart ;20171;99999;
817F;;Duale Hochschule Baden-Württemberg CAS, Heilbronn;20171;99999;
8180;;Hochschule der Polizei Rheinland-Pfalz in Büchenbeuren (Verw-FH);20171;99999;
8191;;Charlotte Fresenius Hochschule Wiesbaden in Wiesbaden (Priv. U);20221;99999;
8192;;Charlotte Fresenius Hochschule Wiesbaden in München (Priv. U);20222;99999;
8193;;Charlotte Fresenius Hochschule Wiesbaden in Hamburg (Priv. U);20222;99999;
8194;;Charlotte Fresenius Hochschule Wiesbaden in Köln (Priv. U);20242;99999;
8200;;Hochschule für Gesundheitsberufe Eberswalde (HGE) - (Priv. FH)	;20232;99999;
8210;;Europäische Hochschule für Innovation und Perspektive (EHIP), Backnang (Priv. FH);20241;99999;
8221;;Duale Hochschule Sachsen - Bautzen (FH);20251;99999;
8222;;Duale Hochschule Sachsen - Breitenbrunn (FH);20251;99999;
8223;;Duale Hochschule Sachsen - Dresden (FH);20251;99999;
8224;;Duale Hochschule Sachsen - Glauchau (FH);20251;99999;
8225;;Duale Hochschule Sachsen - Leipzig (FH);20251;99999;
8226;;Duale Hochschule Sachsen - Plauen (FH);20251;99999;
8227;;Duale Hochschule Sachsen - Riesa (FH);20251;99999;
8230;;German University of Applied Sciences Potsdam (Priv. U);20251;99999;
9000;;Sonstige deutsche Hochschulen;20171;99999;
9990;;Hochschulen im Ausland;20171;99999;
